contig	cov_mean_sample_SRR5665009_mapped.sorted	cov_mean_sample_SRR5665010_mapped.sorted	cov_mean_sample_SRR5665011_mapped.sorted	cov_mean_sample_SRR5665012_mapped.sorted	cov_mean_sample_SRR5665013_mapped.sorted	cov_mean_sample_SRR5665014_mapped.sorted	cov_mean_sample_SRR5665015_mapped.sorted	cov_mean_sample_SRR5665016_mapped.sorted	cov_mean_sample_SRR5665017_mapped.sorted	cov_mean_sample_SRR5665018_mapped.sorted	cov_mean_sample_SRR5665019_mapped.sorted	cov_mean_sample_SRR5665020_mapped.sorted	cov_mean_sample_SRR5665021_mapped.sorted	cov_mean_sample_SRR5665022_mapped.sorted	cov_mean_sample_SRR5665023_mapped.sorted	cov_mean_sample_SRR5665036_mapped.sorted	cov_mean_sample_SRR5665037_mapped.sorted	cov_mean_sample_SRR5665038_mapped.sorted	cov_mean_sample_SRR5665039_mapped.sorted	cov_mean_sample_SRR5665040_mapped.sorted	cov_mean_sample_SRR5665062_mapped.sorted	cov_mean_sample_SRR5665063_mapped.sorted	cov_mean_sample_SRR5665064_mapped.sorted	cov_mean_sample_SRR5665065_mapped.sorted	cov_mean_sample_SRR5665066_mapped.sorted	cov_mean_sample_SRR5665067_mapped.sorted	cov_mean_sample_SRR5665068_mapped.sorted	cov_mean_sample_SRR5665069_mapped.sorted	cov_mean_sample_SRR5665070_mapped.sorted	cov_mean_sample_SRR5665071_mapped.sorted	cov_mean_sample_SRR5665082_mapped.sorted	cov_mean_sample_SRR5665083_mapped.sorted	cov_mean_sample_SRR5665084_mapped.sorted	cov_mean_sample_SRR5665085_mapped.sorted	cov_mean_sample_SRR5665086_mapped.sorted	cov_mean_sample_SRR5665087_mapped.sorted	cov_mean_sample_SRR5665088_mapped.sorted	cov_mean_sample_SRR5665089_mapped.sorted	cov_mean_sample_SRR5665090_mapped.sorted	cov_mean_sample_SRR5665091_mapped.sorted	cov_mean_sample_SRR5665092_mapped.sorted	cov_mean_sample_SRR5665093_mapped.sorted	cov_mean_sample_SRR5665094_mapped.sorted	cov_mean_sample_SRR5665095_mapped.sorted	cov_mean_sample_SRR5665096_mapped.sorted	cov_mean_sample_SRR5665097_mapped.sorted	cov_mean_sample_SRR5665098_mapped.sorted	cov_mean_sample_SRR5665099_mapped.sorted	cov_mean_sample_SRR5665100_mapped.sorted	cov_mean_sample_SRR5665101_mapped.sorted	cov_mean_sample_SRR5665102_mapped.sorted	cov_mean_sample_SRR5665104_mapped.sorted	cov_mean_sample_SRR5665105_mapped.sorted	cov_mean_sample_SRR5665106_mapped.sorted	cov_mean_sample_SRR5665107_mapped.sorted	cov_mean_sample_SRR5665108_mapped.sorted	cov_mean_sample_SRR5665109_mapped.sorted	cov_mean_sample_SRR5665110_mapped.sorted	cov_mean_sample_SRR5665111_mapped.sorted	cov_mean_sample_SRR5665112_mapped.sorted	cov_mean_sample_SRR5665113_mapped.sorted	cov_mean_sample_SRR5665124_mapped.sorted	cov_mean_sample_SRR5665125_mapped.sorted	cov_mean_sample_SRR5665126_mapped.sorted	cov_mean_sample_SRR5665127_mapped.sorted	cov_mean_sample_SRR5665128_mapped.sorted	cov_mean_sample_SRR5665129_mapped.sorted	cov_mean_sample_SRR5665130_mapped.sorted	cov_mean_sample_SRR5665131_mapped.sorted	cov_mean_sample_SRR5665132_mapped.sorted	cov_mean_sample_SRR5665133_mapped.sorted	cov_mean_sample_SRR5665145_mapped.sorted	cov_mean_sample_SRR5665146_mapped.sorted	cov_mean_sample_SRR5665147_mapped.sorted	cov_mean_sample_SRR5665148_mapped.sorted	cov_mean_sample_SRR5665149_mapped.sorted	cov_mean_sample_SRR5665150_mapped.sorted	cov_mean_sample_SRR5665151_mapped.sorted	cov_mean_sample_SRR5665152_mapped.sorted	cov_mean_sample_SRR5665153_mapped.sorted	cov_mean_sample_SRR5665154_mapped.sorted	cov_mean_sample_SRR5665165_mapped.sorted	cov_mean_sample_SRR5665166_mapped.sorted	cov_mean_sample_SRR5665167_mapped.sorted	cov_mean_sample_SRR5665168_mapped.sorted	cov_mean_sample_SRR5665169_mapped.sorted	cov_mean_sample_SRR5665170_mapped.sorted	cov_mean_sample_SRR5665171_mapped.sorted	cov_mean_sample_SRR5665172_mapped.sorted	cov_mean_sample_SRR5665173_mapped.sorted	cov_mean_sample_SRR5665174_mapped.sorted	cov_mean_sample_SRR5665175_mapped.sorted	cov_mean_sample_SRR5665176_mapped.sorted	cov_mean_sample_SRR5665177_mapped.sorted	cov_mean_sample_SRR5665188_mapped.sorted	cov_mean_sample_SRR5665189_mapped.sorted
22.concoct_part_0	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.742	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.005	0.000	0.000	0.000	0.612	0.000	0.995	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.792	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.988	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.955	0.000	0.000	0.000	0.000	0.000	0.995	0.000	0.742	0.000	0.000	0.000
23.concoct_part_0	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.691	0.000	0.000	0.715	0.755	0.000	0.000	0.995	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.815	0.728	1.038	0.000	0.000	1.000	1.000	0.614	0.074	0.000	0.000	0.000	0.945	0.000	0.000	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	1.000	0.000	0.000	0.000	0.000	0.038	0.000	0.000	0.000	0.000	1.000	0.999	0.945	0.000	0.000	0.998	0.000	0.557	0.000	0.000	0.195	0.000	0.996	0.000	0.000	0.782	0.000	0.000	0.000	1.039	0.000	0.000	0.000	0.995	0.000	0.931	0.000	0.736	0.000
24.concoct_part_0	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
25.concoct_part_0	1.000	0.000	0.000	0.000	0.000	0.920	0.000	0.000	0.280	0.000	0.000	0.921	0.792	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.902	0.000	0.000	0.000	0.000	0.000	0.807	0.000	0.718	0.000	0.807	0.000	0.000	0.807	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.807	0.000	1.000	0.000	0.000	0.000	0.902	0.000	0.000	0.593	0.000	0.763	0.000	0.000	0.000	0.807	0.785	0.000	0.000	0.902	0.807	0.872	0.000	1.000	0.000	0.000	0.000	0.277	0.000	0.000	0.000	0.000	0.701	1.000	0.000	0.000	0.000	0.349	1.002
26.concoct_part_0	1.000	0.133	0.000	0.000	0.000	1.001	0.645	0.000	0.324	0.000	0.995	0.865	0.988	0.000	0.000	0.000	0.000	0.000	0.000	0.978	0.931	1.034	0.956	0.992	0.935	0.907	0.950	0.000	0.000	0.000	0.930	1.001	0.990	0.783	0.911	1.001	0.950	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.948	0.990	1.000	0.000	0.000	0.978	1.000	0.000	0.000	0.907	0.251	0.984	1.050	0.000	0.000	0.982	0.988	0.000	0.000	0.475	0.925	0.779	0.000	0.628	0.000	0.000	0.000	0.000	0.000	0.887	0.000	0.000	0.119	0.687	0.000	0.000	0.000	0.513	0.865
27.concoct_part_0	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.447	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
28.concoct_part_0	1.000	0.000	0.000	0.000	0.000	0.185	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.942	0.000	0.000	0.000	0.000	0.000	0.000	0.866	0.000	0.000	0.000	0.000	0.000	0.000	0.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.063	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
29.concoct_part_0	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
30.concoct_part_0	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.248	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
31.concoct_part_0	1.000	0.000	0.000	0.000	0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.238	0.000	0.000	0.000	0.000	0.000	0.733	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
32.concoct_part_0	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.996	0.000	0.000	0.000	0.000	0.000	0.552	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
33.concoct_part_0	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.096	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.963	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.963	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.227	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
34.concoct_part_0	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
35.concoct_part_0	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
36.concoct_part_0	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.161	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.052	0.703	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.149	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.720	0.000	0.000	0.000
37.concoct_part_0	1.000	0.000	0.000	0.000	0.000	0.386	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.386	0.000	0.000	0.000	0.000	0.000	0.000	0.932	0.000	0.000	0.000	0.000	0.000	0.000	0.387	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
38.concoct_part_0	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000
39.concoct_part_0	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.881	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
40.concoct_part_0	1.000	0.000	0.355	0.000	0.513	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.211	0.000	1.163	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.211	0.000	0.000	0.000	0.408	0.000	0.000	0.000	0.000	1.198	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.327	0.211	0.000	0.000	0.952	0.000	0.000	0.211	0.000	0.342	0.211	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.194	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
41.concoct_part_0	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.819	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
42.concoct_part_0	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.235	1.105	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.904	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.291	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	1.000	1.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.831	1.000	0.000	0.000	0.000	0.000	0.985
43.concoct_part_0	1.000	0.022	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.212	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	0.000
44.concoct_part_0	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.772	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
45.concoct_part_0	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.221	0.000	0.000	0.000	0.000	0.221	0.000	0.000	0.000	0.000	0.000	0.277	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.388	0.000	0.000	0.000	0.000	0.000	0.000	0.221	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.914	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.914	0.000	0.000	0.000	0.000	0.000
46.concoct_part_0	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47.concoct_part_0	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.990	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.950	0.000	0.000	0.000
48.concoct_part_0	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
49.concoct_part_0	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.665	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.812	0.000	0.000	1.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.194	0.000	0.000	1.000	0.000	0.000	0.694	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.640	0.000	0.000	0.000	0.000	0.000
50.concoct_part_0	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.058	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
